case,run,seed,area_cells,buildings,perimeter_m,compactness
Marshall Medium Uncertainty,52,1905854115,54443,4216,359863.9174480081,0.004754641920630667
Marshall Medium Uncertainty,53,1492108106,63050,4009,364475.23779156874,0.005367862818269353
Marshall Medium Uncertainty,54,4026834280,53709,3788,341726.0668133982,0.005201675117889861
Marshall Medium Uncertainty,55,451704361,88320,4597,432289.8957587088,0.005345166830618407
Marshall Medium Uncertainty,56,898805809,55574,3297,328601.7486489713,0.005820821611129788
Marshall Medium Uncertainty,57,587415921,55982,3871,339462.02569045295,0.0054943761260842746
Marshall Medium Uncertainty,58,3622554915,64117,4464,380089.19015673053,0.005019431485694566
Marshall Medium Uncertainty,59,118370000,60886,4032,351084.5148585571,0.005586585727784768
Marshall Medium Uncertainty,60,3957496730,49029,3765,326278.95644283626,0.005208675234975969
Marshall Medium Uncertainty,61,278959223,57173,3857,358541.3568531554,0.005029963566572848
Marshall Medium Uncertainty,62,3394583227,70518,4631,406012.116550849,0.004838094771199591
Marshall Medium Uncertainty,63,2989755099,51467,3868,336859.4564300812,0.005129602832479226
Marshall Medium Uncertainty,64,2899857182,63974,4137,363147.44125267415,0.005486430758427147
Marshall Medium Uncertainty,65,1239059772,47733,3621,333646.7443162125,0.004849503991115382
Marshall Medium Uncertainty,66,4251141379,48605,3909,348614.0062057933,0.004523177778308617
Marshall Medium Uncertainty,67,1548092733,54783,4548,381345.0776070352,0.004260513000594176
Marshall Medium Uncertainty,68,1323521703,52215,3736,342963.3460340115,0.0050205609127182485
Marshall Medium Uncertainty,69,1906999651,58897,4855,398225.36331403407,0.004200371596951292
Marshall Medium Uncertainty,70,2777452874,53094,4334,362345.0235113205,0.00457354774130475
Marshall Medium Uncertainty,71,1245826372,66518,4719,396749.3330102307,0.0047792433618695255
Marshall Medium Uncertainty,72,861551025,50397,4213,353723.99754027545,0.004555415648771336
Marshall Medium Uncertainty,73,2834795052,69911,5369,446375.09704068303,0.003968240383857156
Marshall Medium Uncertainty,74,2864987416,53709,3749,347917.2443034589,0.0050181949633673765
Marshall Medium Uncertainty,75,3454806619,48344,3390,319335.79843743466,0.005361665807291915
Marshall Medium Uncertainty,76,388832914,56677,4099,362497.0040266595,0.004878096469188509
Marshall Medium Uncertainty,77,426278599,51165,4321,365082.6685311988,0.004341531129470693
Marshall Medium Uncertainty,78,3242166111,56618,3457,328795.78977191704,0.005923172790118906
Marshall Medium Uncertainty,79,2935325675,53116,4035,361629.43909904844,0.004593568321511298
Marshall Medium Uncertainty,80,2927835309,43626,3115,295885.4499692042,0.005635734815542681
Marshall Medium Uncertainty,81,253188525,44210,3134,294310.52572871215,0.005772464880674275
Marshall Medium Uncertainty,82,3346821984,47661,3310,315210.35687866184,0.005425185175499557
Marshall Medium Uncertainty,83,2616523899,65974,4709,408349.46719821217,0.0044746719654934234
Marshall Medium Uncertainty,84,1907658727,70836,5620,444242.8134873096,0.0040594348969959435
Marshall Medium Uncertainty,85,3300197171,50539,3492,315747.1274465117,0.005733241046521139
Marshall Medium Uncertainty,86,3404039992,66114,4531,400032.6425346474,0.004672560623509717
Marshall Medium Uncertainty,87,2777450353,59415,3853,339944.67504308873,0.00581476261472983
Marshall Medium Uncertainty,88,1296510926,61929,4699,394359.99318201,0.004503609638016671
Marshall Medium Uncertainty,89,933856141,55464,4159,361615.0949380696,0.004797008176103437
Marshall Medium Uncertainty,90,1739875183,50749,2831,294696.62745926465,0.0066089053313929435
Marshall Medium Uncertainty,91,2599839682,71690,4832,429052.2420733129,0.004404439027931276
Marshall Medium Uncertainty,92,4252102936,69663,5469,447320.53859945456,0.003937466468546182
Marshall Medium Uncertainty,93,4055841300,55604,4311,369734.64904653834,0.0046002147361690875
Marshall Medium Uncertainty,94,644732302,53926,3802,353200.1079363438,0.00488887491372029
Marshall Medium Uncertainty,95,2466086370,68778,4558,411507.11221809016,0.004593537063762015
Marshall Medium Uncertainty,96,2393754759,67275,3993,360390.75944260834,0.005858127044660454
Marshall Medium Uncertainty,97,3090367268,61946,4377,388117.281068141,0.004650928693071958
Marshall Medium Uncertainty,98,322780581,56764,4521,384485.36331403273,0.0043427591259983245
Marshall Medium Uncertainty,99,3095152638,54647,4245,360320.09927082877,0.004760381092970987
Marshall Medium Uncertainty,100,3653893551,54482,3395,341944.31790934154,0.005269806058473953
Marshall Medium Uncertainty,101,511392062,60009,4157,360580.01917856134,0.005219939243562515
Marshall Medium Uncertainty,102,2965907380,59791,4136,356571.65122567123,0.005318566161553198
Marshall Medium Uncertainty,103,3398024027,46435,3207,306958.16208307305,0.005573646895947606
Marshall Medium Uncertainty,104,516608223,68877,4769,410138.8070264326,0.0046308943019147675
Marshall Medium Uncertainty,105,1770782494,59679,4864,390135.1403682676,0.004434490929014602
Marshall Medium Uncertainty,106,1128635117,50761,4193,362593.1858494799,0.004366598549883319
Marshall Medium Uncertainty,107,1506072417,42004,2879,272390.1772604818,0.006402655555509313
Marshall Medium Uncertainty,108,3721968794,46392,3298,310498.01056405663,0.005442241696575191
Marshall Medium Uncertainty,109,163075131,56023,3779,349549.0018730335,0.0051856428467505385
Marshall Medium Uncertainty,110,3061312003,74387,4499,396792.3394966148,0.005343463651815759
Marshall Medium Uncertainty,111,2813315601,55926,4275,359003.8460212595,0.0049075861188814605
