case,run,seed,area_cells,buildings,perimeter_m,compactness
Camp Medium Uncertainty,542,3123511114,92145,2542,232531.5582626654,0.0192734891607658
Camp Medium Uncertainty,543,4290308238,89007,2366,214355.5452898975,0.021908219864559104
Camp Medium Uncertainty,544,3197723960,102822,2933,261591.08637458045,0.016993879625080695
Camp Medium Uncertainty,545,2112913483,89248,2055,219424.14485407074,0.020964380673706918
Camp Medium Uncertainty,546,2438845571,87699,2226,226513.4045900238,0.019331217146128604
Camp Medium Uncertainty,547,3699781287,88117,2377,224613.99333505429,0.019753245356833104
Camp Medium Uncertainty,548,1654065818,93997,2268,236668.39159174726,0.018979547227362732
Camp Medium Uncertainty,549,611577005,101547,2713,268203.8785807168,0.01596575141177268
Camp Medium Uncertainty,550,2127909477,93503,2144,238477.07124818757,0.01859450663456788
Camp Medium Uncertainty,551,72175917,83222,1879,213993.77905480622,0.020553615387228365
Camp Medium Uncertainty,552,1075174540,94284,2075,235211.70111616413,0.019274029835887562
Camp Medium Uncertainty,553,199054203,100097,3085,266397.848276913,0.015951884982127223
Camp Medium Uncertainty,554,2087519090,87204,2114,210487.3115249888,0.022260603673551406
Camp Medium Uncertainty,555,1222746674,89300,2485,224217.96303125093,0.02008921777806876
Camp Medium Uncertainty,556,884797535,90562,2471,229771.19246340077,0.019400245342916105
Camp Medium Uncertainty,557,3285485002,87580,2067,217586.49983419248,0.020921529072782424
Camp Medium Uncertainty,558,691667965,88388,2319,213713.1188830263,0.021886852733158768
Camp Medium Uncertainty,559,2925555324,97289,2673,252034.6989370304,0.017321896524164614
Camp Medium Uncertainty,560,4125004318,94227,2765,232657.0712481876,0.019687710933883718
Camp Medium Uncertainty,561,1847253657,92202,1918,229706.5625954244,0.01976268321714976
Camp Medium Uncertainty,562,1511409641,91687,2540,227555.0907328481,0.020025668598553974
Camp Medium Uncertainty,563,4123702621,87353,2334,222487.89160450152,0.019958019252925823
Camp Medium Uncertainty,564,3448842925,96887,3047,243128.01712696487,0.018537359220356167
Camp Medium Uncertainty,565,2874732499,79330,1350,197603.20764081125,0.022977450942934644
Camp Medium Uncertainty,566,283454994,89988,2487,228891.41540916654,0.019425757531173038
Camp Medium Uncertainty,567,3466499330,86570,1700,214530.03230437537,0.021273727632228363
Camp Medium Uncertainty,568,3948627657,99840,2829,251603.6729659859,0.017837048463750664
Camp Medium Uncertainty,569,125002103,94273,2675,237057.87427346618,0.01897277820041881
Camp Medium Uncertainty,570,156397975,91883,2432,232605.75090462784,0.019206429839183088
Camp Medium Uncertainty,571,3146229734,99425,2455,241981.62102389688,0.019203624691021114
Camp Medium Uncertainty,572,4280669225,96600,2899,236571.47817039833,0.019521120078655387
Camp Medium Uncertainty,573,2456483109,91904,2691,232547.36562070277,0.019220467166617065
Camp Medium Uncertainty,574,1530634595,96178,2677,249384.19028426704,0.017490018925621804
Camp Medium Uncertainty,575,2537934643,87497,1415,216028.26606928406,0.021204321309205857
Camp Medium Uncertainty,576,2197305346,93898,2356,237648.09721923206,0.018803557944065703
Camp Medium Uncertainty,577,1056189484,90550,2086,219343.19030977564,0.021285924444736353
Camp Medium Uncertainty,578,1888532858,100076,2780,250949.1859515081,0.01797259258189192
